Sport,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (40/42),12/13/15 13:00,251450,153.5,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (18/42),12/13/15 13:00,252420,153.42,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (25/42),12/13/15 13:00,318493,148.42,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (31/42),12/13/15 13:00,353546,145.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (7/42),12/13/15 13:00,354234,145.92,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (41/42),12/13/15 13:00,432712,140.62,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (16/42),12/13/15 13:00,460151,138.82,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (24/42),12/13/15 13:00,512693,135.42,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (9/42),12/13/15 13:00,514206,135.32,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (21/42),12/13/15 13:00,524141,134.68,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (1/42),12/13/15 13:00,524953,134.62,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (26/42),12/13/15 13:00,639274,127.02,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (33/42),12/13/15 13:00,639856,126.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (39/42),12/13/15 13:00,706844,122.08,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (28/42),12/13/15 13:00,717675,121.26,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (29/42),12/13/15 13:00,717675,121.26,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (30/42),12/13/15 13:00,717675,121.26,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (32/42),12/13/15 13:00,717675,121.26,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (35/42),12/13/15 13:00,717675,121.26,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (27/42),12/13/15 13:00,737040,119.68,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (15/42),12/13/15 13:00,754464,118.22,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (23/42),12/13/15 13:00,817668,112.22,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (22/42),12/13/15 13:00,818961,112.08,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (2/42),12/13/15 13:00,828158,111.12,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (3/42),12/13/15 13:00,873823,105.32,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (12/42),12/13/15 13:00,888819,102.92,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (5/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (6/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (8/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (10/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (11/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (13/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (14/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (17/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (19/42),12/13/15 13:00,904457,99.98,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (4/42),12/13/15 13:00,937574,90.58,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,"NFL $1.5M Gridiron [$1,500,000 Guaranteed]",12/13/15 13:00,42457,126.98,$0.00 ,$0.00 ,63378,$27.00 ,"$1,500,000.00 ",14462
MMA,"UFC 194 $200K Main Event [$200,000 Guaranteed]",12/12/15 18:30,45533,100,$0.00 ,$0.00 ,46000,$5.00 ,"$200,000.00 ",9260
NFL,NFL $250K Monday Night Special [$50K to 1st]  (Mon-Thu),12/7/15 20:30,80042,94.46,$0.00 ,$0.00 ,95833,$3.00 ,"$250,000.00 ",20400
NFL,"NFL $70K Play-Action [$70,000 Guaranteed]  (Afternoon)",12/6/15 16:05,14482,164.98,$0.00 ,$0.00 ,26820,$3.00 ,"$70,000.00 ",5400
NFL,NFL $4M Millionaire Maker [$1M to 1st] (1/2),12/6/15 13:00,135596,161.2,$0.00 ,$0.00 ,229000,$20.00 ,"$4,000,000.00 ",48733
NFL,NFL $4M Millionaire Maker [$1M to 1st] (2/2),12/6/15 13:00,209262,127.88,$0.00 ,$0.00 ,229000,$20.00 ,"$4,000,000.00 ",48733
NFL,"NFL $75K Gridiron [$75,000 Guaranteed]  (Afternoon Only)",12/6/15 16:05,137,181.72,$100.00 ,$0.00 ,3168,$27.00 ,"$75,000.00 ",630
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Afternoon Only) (1/3)",12/6/15 16:05,252,181.72,$12.00 ,$0.00 ,5750,$3.00 ,"$15,000.00 ",1160
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Afternoon Only) (2/3)",12/6/15 16:05,252,181.72,$12.00 ,$0.00 ,5750,$3.00 ,"$15,000.00 ",1160
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Afternoon Only) (3/3)",12/6/15 16:05,252,181.72,$12.00 ,$0.00 ,5750,$3.00 ,"$15,000.00 ",1160
NFL,NFL $250K Monday Night Special [$50K to 1st]  (Mon-Thu) (2/2),11/30/15 20:30,25214,128.4,$0.00 ,$0.00 ,95833,$3.00 ,"$250,000.00 ",20400
NFL,NFL $250K Monday Night Special [$50K to 1st]  (Mon-Thu) (1/2),11/30/15 20:30,40334,122.48,$0.00 ,$0.00 ,95833,$3.00 ,"$250,000.00 ",20400
NFL,NFL $5M Millionaire Maker [$1M to 1st] (1/2),11/29/15 13:00,81907,148.64,$0.00 ,$0.00 ,270121,$20.00 ,"$5,000,000.00 ",63000
NFL,NFL $5M Millionaire Maker [$1M to 1st] (2/2),11/29/15 13:00,242933,108.44,$0.00 ,$0.00 ,270121,$20.00 ,"$5,000,000.00 ",63000
NFL,"Beginner NFL $10K Hot Route [$10,000 Gtd]",11/29/15 13:00,68,133.3,$0.00 ,$0.00 ,111,$100.00 ,"$10,000.00 ",25
NFL,NFL $2M Wishbone Classic [$200K to 1st]  (Thu),11/26/15 12:30,49397,124.98,$0.00 ,$0.00 ,114499,$20.00 ,"$2,000,000.00 ",31800
NFL,NFL $600K Kickoff Special [$50K to 1st!]  (Thu),11/19/15 20:25,102673,92.04,$0.00 ,$0.00 ,138000,$5.00 ,"$600,000.00 ",29315
NFL,NFL $5M Millionaire Maker [$1M to 1st] (1/2),11/22/15 13:00,187562,95.28,$0.00 ,$0.00 ,286250,$20.00 ,"$5,000,000.00 ",63000
NFL,NFL $5M Millionaire Maker [$1M to 1st] (2/2),11/22/15 13:00,272300,71.36,$0.00 ,$0.00 ,286250,$20.00 ,"$5,000,000.00 ",63000
MMA,"MMA $60K Haymaker [$60,000 Guaranteed]",11/21/15 18:30,8821,203,$0.00 ,$0.00 ,21880,$3.00 ,"$60,000.00 ",4625
NFL,NFL $5M Millionaire Maker [$1M to 1st],11/15/15 13:00,105420,130.42,$0.00 ,$0.00 ,286250,$20.00 ,"$5,000,000.00 ",63000
MMA,"MMA $125K Haymaker [$125,000 Guaranteed] (2/2)",11/14/15 18:15,25628,259,$0.00 ,$0.00 ,47912,$3.00 ,"$125,000.00 ",9625
MMA,"MMA $125K Haymaker [$125,000 Guaranteed] (1/2)",11/14/15 18:15,47530,0,$0.00 ,$0.00 ,47912,$3.00 ,"$125,000.00 ",9625
NFL,NFL $6M Millionaire Maker [$1M to 1st],11/8/15 13:00,145747,163.78,$0.00 ,$0.00 ,322326,$20.00 ,"$6,000,000.00 ",75500
NFL,NFL $1.25M Play-Action [$1.25 Million Guaranteed] (1/4),11/8/15 13:00,192652,163.78,$0.00 ,$0.00 ,479166,$3.00 ,"$1,250,000.00 ",105500
NFL,NFL $1.25M Play-Action [$1.25 Million Guaranteed] (2/4),11/8/15 13:00,192652,163.78,$0.00 ,$0.00 ,479166,$3.00 ,"$1,250,000.00 ",105500
NFL,NFL $1.25M Play-Action [$1.25 Million Guaranteed] (3/4),11/8/15 13:00,192652,163.78,$0.00 ,$0.00 ,479166,$3.00 ,"$1,250,000.00 ",105500
NFL,NFL $1.25M Play-Action [$1.25 Million Guaranteed] (4/4),11/8/15 13:00,192652,163.78,$0.00 ,$0.00 ,479166,$3.00 ,"$1,250,000.00 ",105500
NFL,"NFL MASSIVE $25 Double Up [$900,000 Guaranteed]",11/8/15 13:00,27033,163.78,$0.00 ,$0.00 ,40727,$25.00 ,"$900,000.00 ",18000
NFL,NFL $1M Kickoff Million [$1 Million Guaranteed]  (Thu),11/5/15 20:25,145722,136.52,$0.00 ,$0.00 ,225639,$5.00 ,"$1,000,000.00 ",48325
MMA,"MMA $90K Haymaker [$90,000 Guaranteed] (1/2)",11/7/15 18:30,4273,377.5,$6.00 ,$0.00 ,31467,$3.00 ,"$90,000.00 ",7000
MMA,"MMA $90K Haymaker [$90,000 Guaranteed] (2/2)",11/7/15 18:30,24008,253,$0.00 ,$0.00 ,31467,$3.00 ,"$90,000.00 ",7000
NFL,$15M Fantasy Football World Champ Qualifier #108  (Primetime),11/1/15 20:30,21954,95.28,$0.00 ,$0.00 ,33336,$3.00 ,"$89,000.00 ",2329
NFL,"NFL $450K Sunday Night Special [$100,000 to 1st!]  (Primetime)",11/1/15 20:30,147867,84.42,$0.00 ,$0.00 ,172500,$3.00 ,"$450,000.00 ",37705
NFL,NFL $1M Kickoff Million [$1 Million Guaranteed]  (Thu) (1/2),10/29/15 20:25,63493,164.74,$5.00 ,$0.00 ,367001,$3.00 ,"$1,000,000.00 ",84950
NFL,NFL $1M Kickoff Million [$1 Million Guaranteed]  (Thu) (2/2),10/29/15 20:25,179225,144.44,$0.00 ,$0.00 ,367001,$3.00 ,"$1,000,000.00 ",84950
NFL,NFL $2 Head-to-Head  vs. mjohnson86,10/29/15 20:25,1,164.74,$3.60 ,$0.00 ,2,$2.00 ,$3.60 ,1
NFL,NFL $6M Millionaire Maker [$1M to 1st],11/1/15 13:00,272824,118.44,$0.00 ,$0.00 ,311961,$20.00 ,"$6,000,000.00 ",75500
NFL,"NFL $450K Sunday Night Special [$100,000 to 1st!]  (Primetime)",10/25/15 20:30,12569,118.3,$6.00 ,$0.00 ,172500,$3.00 ,"$450,000.00 ",37705
NFL,NFL $1M Kickoff Million [$1 Million Guaranteed]  (Thu),10/22/15 20:25,129275,156,$0.00 ,$0.00 ,373306,$3.00 ,"$1,000,000.00 ",84950
NFL,NFL $6M Millionaire Maker [$1M to 1st],10/25/15 13:00,338716,92.2,$0.00 ,$0.00 ,341099,$20.00 ,"$6,000,000.00 ",75500
NFL,NFL $1M Kickoff Million [$1 Million Guaranteed]  (Thu),10/15/15 20:25,94826,171.28,$0.00 ,$0.00 ,383333,$3.00 ,"$1,000,000.00 ",84950
NFL,NFL $7M Millionaire Maker [$1.2M to 1st],10/18/15 13:00,165683,147.32,$0.00 ,$0.00 ,359617,$20.00 ,"$7,000,000.00 ",88500
NFL,NFL $7M Millionaire Maker [$1.2M to 1st],10/11/15 13:00,354457,111.4,$0.00 ,$0.00 ,396475,$20.00 ,"$7,000,000.00 ",88500
NFL,NFL $10M Millionaire Maker [$2 Million to 1st],9/13/15 13:00,514969,68.9,$0.00 ,$0.00 ,520448,$20.00 ,"$10,000,000.00 ",125700
MMA,"MMA $250K T.K.O. [$100,000 to 1st | UFC 191]",9/5/15 19:00,39109,247,$0.00 ,$0.00 ,65048,$3.00 ,"$250,000.00 ",18230
MLB,MLB $250K Swing for the Fences [$100K to 1st!],8/10/15 19:10,43104,116.55,$0.00 ,$0.00 ,0,$3.00 ,"$250,000.00 ",18230
